time
2145.633916
2136.893820
2148.248552
2200.008136
2100.910224
2112.791564
2159.619468
2119.497704
2166.798244
2157.150504
2127.467156
2147.521952
2167.148704
2115.289084
2113.469164
2125.535876
2134.676300
2146.715740
2149.256924
2142.957272
2156.357896
2146.811124
2107.129660
2104.318224
2124.476212
2125.424508
2134.900264
2143.460344
2139.831364
2165.320320
2153.231068
2131.324960
2107.765948
2159.086024
2153.200448
2132.378276
2149.436020
2125.258528
2178.482804
2126.649012
2141.154616
2150.635184
2131.725632
2128.080376
2156.431956
2144.177060
2120.087140
2191.495496
2109.955480
2107.882960
2132.951776
2133.150628
2134.945736
2156.033888
2153.905684
2152.374364
2147.607712
2092.596236
2123.332600
2122.302180
2134.964032
2103.776984
2148.680032
2172.635420
2149.182976
2239.306992
2107.001912
2103.979028
2136.263340
2149.506556
2134.401404
2127.570964
2154.128568
2145.978736
2195.339016
2098.583928
2111.753796
2120.621860
2138.333108
2133.198808
2164.527328
2130.439508
2159.087624
2150.685028
2111.201432
2136.467820
2121.068152
2140.759816
2129.625440
2146.852384
2151.923896
2129.709344
2147.367160
2105.883408
2114.575724
2105.277348
2124.417224
2126.556268
2133.485608
2157.806416
